person,speech,date,time
#MR. DOUGLAS: ,"IT'S MY UNDERSTANDING, YOUR HONOR, THAT MR. SHAPIRO TURNED OVER THE ORIGINAL TO MR. DARDEN. THE PEOPLE HAVE THE ORIGINAL THEMSELVES.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"MR. DARDEN. BREAKING MY OWN RULE.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"THANK YOU, YOUR HONOR. I FINALLY GET A CHANCE TO SPEAK.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"YOU ARE WELCOME. GOOD AFTERNOON, COUNSEL.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"GOOD AFTERNOON, YOUR HONOR.YOUR HONOR, IN THE GRAND JURY, CATHY RANDA TESTIFIED THAT SHE HAD GIVEN THE ORIGINAL CALENDAR TO AN ATTORNEY FOR MR. SIMPSON AND THAT SHE THEN WENT ABOUT CREATING OR RECREATING A SECOND CALENDAR. AND THAT SECOND CALENDAR WAS SEIZED FROM MR. SIMPSON'S OFFICE PURSUANT TO A SEARCH WARRANT.THIS IS THE RECREATION. I DO BELIEVE THAT THE -- THAT EITHER THE PROSECUTION OR JUDGE CZULEGER HAS THE ORIGINAL CALENDAR, BUT THIS IS NOT THE ORIGINAL CALENDAR AND IT IS NOT ACCURATE -- IT IS NOT AN ACCURATE RECREATION OF THE ORIGINAL CALENDAR.BUT STILL, THERE IS AN ISSUE OF RELEVANCY, AND I DON'T SEE IT.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"MR. DOUGLAS, I'M CONCERNED THAT THIS IS NOT THE ORIGINAL.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. COCHRAN: ,"YOUR HONOR, COULD YOU HEAR FROM MR. SHAPIRO SINCE YOU BROKE THE RULE THAT ONE TIME?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"SINCE MR. SHAPIRO IS THE ONE WHO ACTUALLY HAD CUSTODY OF THE DOCUMENT.MR. SHAPIRO, GOOD AFTERNOON.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. SHAPIRO: ,"YES, YOUR HONOR.I WAS SERVED WITH A SUBPOENA TO PRODUCE THE ORIGINAL DOCUMENTS. I CALLED MR. DARDEN ON THE PHONE. I TOLD HIM I DIDN'T HAVE THEM, BUT I WOULD ATTEMPT TO LOCATE THEM.IN THE MEANTIME, REPRODUCTIONS HAD BEEN MADE OF THE ORIGINAL, WHICH I TOLD HIM I HAD AND WHICH HE TOLD ME HE HAD.AT THAT POINT IN TIME, ATTORNEY MEL SACHS DELIVERED TO ME UNDER SEAL THE ORIGINAL DIARY. I BROUGHT IT TO YOUR HONOR UNDER SEAL BECAUSE I DID NOT THINK IT WAS PROPER FOR MR. DARDEN, WHO WAS THEN OSTENSIBLY IN CHARGE OF THE AL COWLINGS INVESTIGATION AND WHO IS OPERATING UNDER SOME TYPE OF WALL OF SEPARATION, TO HAVE THIS.YOUR HONOR THEN DIRECTED ME TO TAKE THE MATTER UP WITH JUDGE CZULEGER, WHICH I DID. JUDGE CZULEGER TOOK CUSTODY OF IT AND TURNED IT OVER TO MR. DARDEN AND SENT ME A NOTICE THAT HE HAD DONE SO.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"THAT STILL ISN'T THE ORIGINAL CALENDAR. THE ORIGINAL CALENDAR HAS OTHER NOTATIONS REGARDING BIRTHDAYS AND THINGS AND GIRL'S NAMES AND STUFF LIKE THAT, AND THIS ISN'T IT.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. SHAPIRO: ,"YOUR HONOR, FIRST OF ALL, THIS IS THE OPENING STATEMENT.AND AGAIN, IF THERE ARE AREAS THAT MR. DARDEN HAS WITNESSES TO THAT THIS CALENDAR IS INCORRECT AND DOES NOT PROPERLY DEPICT MR. SIMPSON'S SCHEDULE IN THE MONTHS OF JANUARY THROUGH JUNE, THAT'S SOMETHING THAT CAN BE BROUGHT UP.I THINK A SIMPLE QUESTION CAN BE ASKED; WHETHER OR NOT A CALENDAR WAS TURNED OVER BY ME TO JUDGE CZULEGER AND IF JUDGE CZULEGER RELEASED THAT CALENDAR TO MR. DARDEN AND IF IN FACT THAT IS A PHOTOCOPY OF A CALENDAR OR THE ORIGINAL OF A CALENDAR, AND WE SHOULD PUT THIS MATTER TO REST.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"MR. DARDEN.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"THAT IS NOT A PHOTOCOPY OF THE ORIGINAL CALENDAR.AND AS FAR AS AUTHENTICATION IS CONCERNED, THE LAST TIME I SAW CATHY RANDA, SHE WAS TAKING THE FIFTH. AND SO I DON'T KNOW HOW COUNSEL INTENDS TO AUTHENTICATE ANY OF THE CALENDARS AT THIS POINT ACTUALLY.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.DOES THE PROSECUTION HAVE IN ITS POSSESSION THE ORIGINAL OR AN ORIGINAL CALENDAR SIMILAR TO THIS?
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"EITHER WE HAVE IT OR JUDGE CZULEGER HAS IT.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. SHAPIRO: ,"THAT WAS THE SIMPLE QUESTION, YOUR HONOR.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"I SAID THAT.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"WAIT.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. SHAPIRO: ,"I'M NOT GOING TO ARGUE.THANK YOU. THAT'S THE QUESTION WE NEEDED ANSWERED.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"THAT IS NOT A COPY OF THE ORIGINAL.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"MR. DARDEN, THE QUESTION IS, WHO HAS THE ORIGINAL DIARY? WHERE IS IT?
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"EITHER WE HAVE IT OR JUDGE CZULEGER HAS IT, OKAY. AND IF WE HAVE IT, WE'LL -- I'M SURE SOMEONE IS UPSTAIRS NOW LOOKING FOR IT. SO BRING IT DOWN, FELLOWS, IF IT'S THERE, AND WE CAN RESOLVE THAT ISSUE.BUT THERE'S STILL THE ISSUE OF RELEVANCY. BUT THAT ISN'T A COPY OF THE ORIGINAL CALENDAR.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"OKAY.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"YOUR HONOR, THE REMAINING BOARDS -- THERE IS A LEGEND FOR OUR TIME LINE TO WHICH THERE IS NO OBJECTION.THERE ARE THEN JURY INSTRUCTIONS TO WHICH I DO NOT BELIEVE THERE'S AN OBJECTION, ONE ON CREDIBILITY OF WITNESSES.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"WITH RESPECT TO THE JURY INSTRUCTIONS, YOUR HONOR, THERE WILL BE NO OBJECTION PROVIDING WE CAN READ THEM, MAKE SURE THEY ARE NOT ALTERED.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"THEY'RE CONSISTENT WITH THE COURTS RULING, MISS CLARK.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I JUST WANT A CHANCE TO READ IT IF THAT'S ALL RIGHT.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.CREDIBILITY OF WITNESSES, STANDARD 220.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"WAIT. CAN I READ IT?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"COUNSEL, I THINK WE WILL MOVE ON. I DON'T -- YOU'LL HAVE THE OPPORTUNITY TO COMPARE IT.ASSUMING THE TEXT TO BE ACCURATE, DO YOU HAVE ANY OBJECTION?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"NO.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"THE NEXT IS PRESUMPTION OF INNOCENCE, BURDEN OF PROOF, REASONABLE DOUBT WITH THE MORAL CERTAINTY LANGUAGE STRICKEN.NEXT IS ALIBI.AND THE LAST ONE, YOUR HONOR, IS SUFFICIENCY OF THE EVIDENCE GENERALLY OR SUFFICIENCY OF CIRCUMSTANTIAL EVIDENCE GENERALLY.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.ANY OBJECTIONS TO THAT?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I THOUGHT THAT WAS A TWO-PAGE INSTRUCTION. DID IT GET CONDENSED?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"NO. THERE IS A SECOND PAGE THAT GOES ON TO TALK ABOUT 2.01, SUFFICIENCY OF CIRCUMSTANTIAL EVIDENCE, DIRECT AND CIRCUMSTANTIAL EVIDENCE. THAT'S PAGE 2. THAT'S 2.01, COUNSEL.BETWEEN THE DEPUTY DISTRICTATTORNEYS.)
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.ANY OTHER COMMENT, MISS CLARK?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"WITH RESPECT TO THE CREDIBILITY OF WITNESSES, YOUR HONOR, THE BOARD PROFFERED BY COUNSEL DOESN'T CONFORM TO THE ALTERATIONS REQUESTED BY THE COURT.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"WHAT DOES IT INCLUDE THAT I STRUCK?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I BELIEVE ""OR AFFIRMATION"".
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"THAT'S A DETAIL THAT'S INCONSEQUENTIAL AT THIS POINT. WE MAY HAVE WITNESSES WHO MAY TESTIFY UNDER AFFIRMATION.ALL RIGHT.IS THE MATTER SUBMITTED?
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"YES, YOUR HONOR.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"YOU WANT SOME MORE INFORMATION ON THE ISSUE OF BLOOD OR HOW MUCH BLOOD THE NURSE TOOK? YOU WANTED THE PRELIM TRANSCRIPT PAGE NUMBER?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"YES.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"YOUR HONOR, ONE OTHER CHART THAT WE PROVIDED A HARD COPY FOR; DERELICTIONS, DISTORTIONS AND DECEPTIONS. SHE HAS A HARD COPY OF IT AND I DON'T BELIEVE THERE'S AN OBJECTION. I'M NOT SURE.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"MISS CLARK?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I DO NOT BELIEVE THERE IS.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"THERE'S NO OBJECTION TO IT?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"MAY I HAVE A MOMENT?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"SURE.BETWEEN THE DEPUTY DISTRICTATTORNEYS.)
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"YOUR HONOR, DOES MR. DARDEN HAVE THE ORIGINAL CALENDAR FROM UPSTAIRS THAT HE CAN COMPARE OUR CHARTS WITH?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I AM SORRY?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"I DON'T KNOW. WE NEED TO FINISH THE FIRST ISSUE ABOUT THE DERELICTION, ET CETERA, EXHIBIT.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"NO OBJECTION.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"I WONDERED WHETHER MR. DARDEN WAS ABLE TO COMPARE THE ORIGINAL COPY, THE ORIGINAL OF THE CALENDAR TO THE BOARDS THAT ARE PRESENTED.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"MR. DARDEN, DO YOU NOW HAVE A PHOTOCOPY OF IT NOW?
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"I HAVE A PHOTOCOPY OF THE CALENDAR. I CAN'T SEE --
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"COUNSEL, LET ME MAKE IT EASY FOR YOU.IS THE MATTER SUBMITTED?
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"YES, YOUR HONOR.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"SUBMITTED?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I AM SORRY. ON WHAT?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ON ALL YOUR OBJECTIONS?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"NO, YOUR HONOR, WE'RE NOT -- NO, WE HAVEN'T.WITH RESPECT TO THE CALENDAR ISSUE, I THINK MR. DARDEN HAS SOMETHING TO ADD.WITH RESPECT TO THE DERELICTIONS ISSUE, LET ME WITHDRAW MY KNOWN OBJECTION, SIMPLY STATE WE OBJECT, IT'S ARGUMENTATIVE. IT'S NOT AN OPENING STATEMENT EXHIBIT. IT'S AN ARGUMENT EXHIBIT.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"I HAVEN'T SEEN IT YET. WHERE IS IT?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"WE WOULD ASK THE COURT --
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"IT WAS FAXED OVER HERE. WE GAVE A COPY OF IT BEFORE.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"LET ME LOOK THROUGH MY STUFF.IN THE MEANTIME, LET ME GIVE THE COURT THE PAGE OF THE NURSE'S TESTIMONY.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"AT THE PRELIMINARY HEARING, THE MATTER WAS ADDRESSED ON PAGE 25.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"WHAT VOLUME?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"VOLUME -- AND IN THE GRAND JURY --
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"I NEED THE VOLUME IN THE PRELIMINARY HEARING.AND WOULD YOU HAVE MISS SCALINAS FIND THAT FOR ME, PLEASE.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I'M GOING TO GET THE VOLUME.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"MISS CLARK, WHAT WAS THE NAME OF THE WITNESS?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I DON'T KNOW. T-H-A-N-O P-E-R-A-T-I-S.I AM SORRY. DID YOU WANT THE GRAND JURY OR NOT?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"YES, PLEASE.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"PAGE 371.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.DO YOU HAVE THAT HANDY SO YOU CAN TELL ME WHAT THAT IS?
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I HAVE BOTH OF THEM HANDY. WOULD YOU LIKE --
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"PLEASE.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"YOUR HONOR, I BELIEVE THAT THE ISSUE WAS RAISED MORE THAN ONE TIME IN THE PRELIM. IF THE COURT WOULD ALLOW -- BEFORE FINALLY RULING ON THAT PARTICULAR CHART, I WOULD ASK THE COURT TO ALLOW COUNSEL OVERNIGHT TO RETURN TO THE OFFICE AND OBTAIN OUR CITES SO THAT WE CAN ADEQUATELY --
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"COUNSEL, LET ME GIVE YOU MY TEMPORAL PROGNOSTICATION AT THIS POINT.IT APPEARS TO ME WE WILL NOT GET TO OPENING STATEMENTS TODAY BECAUSE I INTEND TO PREINSTRUCT, WHICH WILL TAKE APPROXIMATELY HALF AN HOUR. IT'S ALSO GOING TO TAKE US 20 MINUTES TO GET THE JURY DOWN HERE PHYSICALLY. SO I DON'T SEE US ACTUALLY LAUNCHING INTO OPENING STATEMENTS TODAY.SO, COUNSEL, AT THIS POINT, I'M WILLING TO TAKE UNDER SUBMISSION THE ARGUMENT REGARDING THE EXHIBIT WITH THE BLOOD SAMPLES, AND I'M READY TO RULE ON THE OTHER OBJECTIONS.ANY OTHER COMMENT?ALL RIGHT.AS TO THE PHOTOGRAPH OF CLAUDIA RATCLIFFE, THE OBJECTION IS OVERRULED.AS TO THE PHOTOGRAPH OF MR. SIMPSON AND HIS DAUGHTER SIDNEY AT THE RECITAL, OBJECTION IS OVERRULED.AT THE -- AS TO THE CALENDAR JANUARY THROUGH JUNE, THE OBJECTION IS SUSTAINED PENDING -- THAT'S A TENTATIVE RULING. COUNSEL CAN COMPARE THE ORIGINAL WITH WHAT'S THERE TO SEE IF THERE ARE ANY MATERIAL DISCREPANCIES. BUT SINCE THESE EXHIBITS ARE NOT THE ORIGINAL AND RECREATIONS, OBJECTION IS SUSTAINED.AS TO THE AERIAL PHOTOGRAPHS, THE OBJECTION IS OVERRULED.AS TO THE SOCK TIME LINE, THE OBJECTION WILL BE SUSTAINED. THE ""NO BLOOD FOUND"" LANGUAGE IS ARGUMENTATIVE AND ASSUMES FACTS THAT ARE NOT IN EVIDENCE.AND AS I INDICATED, THE COURT WILL RULE TOMORROW MORNING ON THE BLOOD SAMPLE ISSUE ONCE COUNSEL HAVE ISOLATED THE TRANSCRIPT THAT'S RELEVANT.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"YOUR HONOR, WITH RESPECT TO THE SOCK TIME LINE --
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"YES.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"AND THE COURT HAD SOME CONCERN ABOUT THE LANGUAGE, ""NO BLOOD FOUND.""
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"IF YOU DELETE THAT LANGUAGE, THAT IT IS AN ACCURATE STATEMENT OF WHAT'S GOING TO --
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"WHAT IF WE WERE TO PUT NO BLOOD OBSERVED?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"HOW ABOUT IF YOU COVER IT UP COMPLETELY?
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"VERY WELL, YOUR HONOR. WE'LL DO THAT.BETWEEN DEFENSE COUNSEL.)
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"I'M REMINDED BY MR. SCHECK, YOUR HONOR, THAT THERE IS A DOCUMENT, OFFICIAL REPORT THAT SAYS NO BLOOD OBSERVED. COULD WE SHOW THAT TO YOU TOMORROW TO PERHAPS PERSUADE THE COURT THAT IT WOULD BE PROPER AND ACCURATE TO HAVE THAT LANGUAGE?
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"AS TO THAT ONE POINT IN TIME.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"CORRECT, YOUR HONOR.THANK YOU.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"ALL RIGHT.BECAUSE OBVIOUSLY WE WON'T GET TO THESE THINGS TODAY.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. COCHRAN: ,"WITH REGARD TO THE CALENDAR, YOUR HONOR, IF THE COURT MAY ALLOW US AN OPPORTUNITY BEFORE WE LEAVE TO COMPARE IT WITH MR. DARDEN'S -- PERHAPS MR. DARDEN AND I COULD CONFER WITH EACH OTHER.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"LET'S NOT DO THAT NOW, COUNSEL.ALL RIGHT.MISS CLARK.
","JANUARY 23, 1995 ",9:21 A.M.
#MS. CLARK: ,"I DON'T KNOW. JUST STANDING. THAT'S IT.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"OKAY.WELL, COUNSEL, AT THIS POINT -- I HATE TO ASK THIS QUESTION. I SHOULDN'T ASK. YOU'RE RIGHT.ALL RIGHT.COUNSEL, THE COURT IS GOING TO STAND IN RECESS THEN FOR 20 MINUTES. I WILL DIRECT THE SHERIFF'S BAILIFF TO BRING THE JURY DOWN.I'M GOING TO PREINSTRUCT, AS I INDICATED, AND THEN AT THAT TIME, WE WILL RECESS FOR THE DAY AND BEGIN OPENING STATEMENTS BY THE PEOPLE PROMPTLY AT 9:00 O'CLOCK TOMORROW MORNING.NO. I TAKE THAT BACK. BECAUSE I STILL HAVE TO RULE ON SOME OF THESE GISMO PROBLEMS WE HAVE HERE.10:00 O'CLOCK WITH THE JURY, BECAUSE I FIGURE THIS IS PROBABLY 15 MINUTES WORTH OF ARGUING. SO KNOWING THIS GROUP, PROBABLY AN HOUR.ALL RIGHT. LET'S TAKE 20 MINUTES. LET'S BRING THE JURY DOWN, PLEASE.HELD IN OPEN COURT, OUT OF THEPRESENCE OF THE JURY:)
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"WHERE DID YOU GO? WHY DON'T YOU APPROACH PLEASE, MISS CLARK, AND LET ME GIVE YOU ONE EXTRA COPY.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"BACK ON THE RECORD IN THE SIMPSONMATTER.ALL THE PARTIES ARE AGAIN PRESENT BEFORE THE COURT WITH COUNSEL.MR. DOUGLAS, YOU HAD ONE LAST COMMENT?
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"I HAD, YOUR HONOR -- I HAVE TWO.DURING THE BREAK, WE HAD OCCASION TO SPEAK WITH CATHY RANDA, WHO HAS BEEN MR. SIMPSON'S TRUSTED EXECUTIVE ASSISTANT FOR THE LAST 20 YEARS.MISS RANDA WAS ABLE TO PROVIDE VERY CLEAR INSIGHT INTO THE KEEPING AND THE CREATING OF CALENDARS, WHICH ARE THE SUBJECT OF THIS EARLIER PROCEEDING TODAY.THE EVIDENCE IS, YOUR HONOR, AND I CAN OFFER AS AN OFFICER OF THE COURT THAT WE WILL PRESENT EVIDENCE TO SUGGEST THAT MISS RANDA MAINTAINED TWO DUAL CALENDARS. THERE WAS ONE THAT SHE WOULD MAINTAIN FOR HER OWN WHERE THERE WOULD BE OCCASIONS THAT THERE WOULD BE WRITING THROUGH OR SCRIBBLING OR WRITING OVER, AND THERE WAS A SECOND THAT SHE WOULD MAINTAIN FOR MR. SIMPSON.AND HIS COPY, WHICH IS REFLECTED ON THE BOARDS THAT WE WERE TRYING TO OFFER, WAS THE CLEAN COPY. SHE DID NOT WANT TO BURDEN MR. SIMPSON WITH ALL OF THE SCRATCH-OUTS OR ANY OF THE CHANGES THAT IN FACT WOULD BE GOING ON IN HIS BUSY SCHEDULE.THEREFORE, YOUR HONOR, THERE ARE TWO ORIGINALS, EACH OF WHICH WE BELIEVE ARE ADMISSIBLE WE CAN OFFER AND TESTIFY TO THE EVENTS THAT MR. SIMPSON WAS ENGAGED IN OVER THE COURSE OF VERY RELEVANT PERIODS OF TIME.AS THE COURT IS AWARE, WE ARE TRYING TO REBUT CERTAIN ALLEGATIONS THAT THERE WAS AN OBSESSIVENESS, THAT THERE WAS A RISE IN TENSION OCCURRING IN THE WEEKS AND THE MONTHS PRIOR TO JUNE 12TH.WE HOPE THROUGH THE OFFERING OF THIS CALENDAR TO BE ABLE TO SUGGEST TO THE JURY THAT IN FACT MR. SIMPSON WAS A BUSY MAN, THAT HE WAS TRAVELING, THAT HE WAS DOING OTHER THINGS AND THAT HE IS NOT THE SORT OF ANIMAL THAT THE PEOPLE ARE ATTEMPTING TO PORTRAY.WE ARGUE, YOUR HONOR, THAT THIS CALENDAR WILL SATISFY ALL AUTHENTICATION AND FOUNDATIONAL EVIDENCE. AND IF IT OCCURS THAT WE ARE LEFT AT THE TIME OF MISS RANDA'S TESTIMONY WHERE SHE IS UNABLE TO PROPERLY AUTHENTICATE THIS CALENDAR, IT IS THE DEFENDANT WHO WILL SUFFER THE CONSEQUENCES, IT IS THE DEFENDANT WHO WILL SUFFER THE SLINGS AND THE ARROWS OF THE JURY OR LOSE WHATEVER CREDIBILITY THERE MIGHT BE THROUGH THE OFFERING OF ANTICIPATED EVIDENCE THAT WILL NOT ULTIMATELY BE ADMITTED INTO EVIDENCE.THAT'S THE FIRST POINT, YOUR HONOR.THE SECOND POINT, CURIOUSLY, I WAS THE VICTIM, IF YOU WILL, OF TREMENDOUS ANIMUS THIS MORNING THAT I'M SURE DID VIOLENCE TO MY GOOD NAME, TO MY MOTHER AND MY FAMILY ACROSS THE COUNTRY ABOUT HOW I WAS SANDBAGGING THE PROSECUTION THROUGH MY FAILURE TO PROVIDE COPIES OF EVERY BOARD OR EVERY GRAPHIC THAT WE HAD INTENDED TO INTRODUCE AT TRIAL.LO AND BEHOLD, I WAS GIVEN ABOUT FIVE MINUTES BEFORE NOON SOME BOARDS THAT ARE THE COROLLARY OF THE SANDBAGGING, IF YOU WILL.THERE ARE BOARDS THAT THE PEOPLE SEEK TO INTRODUCE, AND I WAS ABLE TO PERSUADE THEM AS TO THE WISDOM AGAINST SEEKING TO INTRODUCE AT LEAST TWO OR THREE OTHERS. BUT I HAVE FOUR, YOUR HONOR; AND THERE ARE OBJECTIONS THAT I LODGED AS TO THE FOUR.THE FIRST WOULD BE WHAT IS TITLED A CHRONOLOGY. AND, YOUR HONOR, THERE ARE ARGUMENTATIVE DESCRIPTIONS OF DIFFERENT EVENTS IN THIS CHRONOLOGY AND THERE ARE SOME EVENTS INCLUDED THAT THE COURT HAS RULED ARE INADMISSIBLE. AND FOR THESE REASONS, I THINK IT IS FAR MORE PREJUDICIAL THAN PROBATIVE THAT THIS BOARD BE ADMITTED.FOR EXAMPLE, IN 1986, THERE'S A REFERENCE TO THE VICTORIA BEACH INCIDENT. THAT IS AN INCIDENT THAT THE COURT HAS RULED IS NOT ADMISSIBLE.
","JANUARY 23, 1995 ",9:21 A.M.
#THE COURT: ,"NO. THAT'S NOT CORRECT.WHAT I RULED IS THAT BECAUSE OF THE LATE DISCLOSURE, IT CANNOT BE USED DURING THE COURSE OF OPENING STATEMENTS.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DOUGLAS: ,"I STAND CORRECTED, YOUR HONOR.THEREFORE, IT SHOULD NOT BE ABLE TO BE USED ON THE BOARD IN OPENING STATEMENT.
","JANUARY 23, 1995 ",9:21 A.M.
#MR. DARDEN: ,"MAY I INTERRUPT FOR ONE MOMENT, YOUR HONOR?THESE BOARDS ARE NOT IN EXISTENCE YET. THEY ARE NOT HERE. I'M READY TO DO MY OPENING STATEMENT AS IT RELATES TO DOMESTIC VIOLENCE, AND THIS ISN'T EVEN AN ISSUE AT THIS POINT.
","JANUARY 23, 1995 ",9:21 A.M.
